FILE	T308_05745	T308_01980	pbp1A	pepN	spr1868	MYY_1559	SPNOXC_18220	SPCG_0300	folC	SP_0994	T308_07955	proS	SP_1378	glmU	pfkA	SPH_0698	gltX	SPP_1577	SPH_2221	SPH_0011	mraW	ABC-MSP	SPNINV200_04030	SPN23F_03890	groEL	fmt	SPN23F_06830	SP_0801	SP_1369	lysA	spr0747	SPH_2425	SPG_0791	hrcA	mutM	sulD	recF	MYY_0732	deoB	rseP	T308_09660	SPAP_0959	dapA	SPCG_0009	SPNOXC_10430	SPH_1568	SPNINV200_01840	sufB	SP70585_1946	recX	SPH_1677	proC	engC	dnaB	SPH_0901	SPCG_0004	glcK	trxB	T308_07675	SPNINV200_19970	HMPREF1038_01932	SPG_1501	SPCG_1853	deoC	SPCG_1945	SPCG_1937	pgk	ftsZ	SPN23F_19960	SP_1388	SP_1893	nagA	coaE	SPNA45_02072	INV104_10950	SPN23F_14690	dapB	SPCG_1000	spr1655	SPNOXC_13960	cpoA	thyA	rnz	SP670_2364	nadD	exoA	SPH_0308	accC	era	MYY_0831	SPCG_0199	SPT_0815	SPN23F_14860	SPN034156_10190	trsA	lgt	carA	adk	ulaD	pstS	SP_0204	recU	spr1158	T308_01440	SPNA45_00786	rpe2	spr0664	dnaQ	spr1400	SPAP_1556	amiF	rnc	INV104_16000	T308_05720	gla	HMPREF1038_01632	SPCG_0812	nagB	frr	T308_00050	fabG	HMPREF0837_11925	eutD	nrdF	SP70585_1168	pstB2	SP70585_0662	rpoA	SPCG_1623	T308_02840	spr2028	pstB3	deoR	SPN034156_04020	SPCG_1487	ctsR	secY	HMPREF1038_01954	SPJ_1559	HMPREF1038_01728	spr0488	nrdG	T308_10820	T308_10680	codY	SPNOXC_15600	nifU	thiW	gapA	upp	T308_08170	SPH_1611	rplB	hpt	SP670_0262	HMPREF1038_00527	SPNINV200_13110	HMPREF1038_00979	T308_05785	spr0026	T308_06415	SP_1580	ftsE	pgsA	SPAP_0270	pyrH	SP670_2107	psaC	gpmA	SPJ_0703	T308_03580	fabZ	clpP	SP670_1952	SP670_1938	dut	MYY_0778	rplC	T308_03475	HMPREF0837_10669	T308_08525	T308_08805	rplI	ciaR	MYY_1563	SPCG_0966	T308_06605	rnpA	lspA	SPP_1560	SPCG_0306	ftsL	T308_04825	T308_10715	rplU	SPNA45_00008	rpsI	SPP_1430	spr1316	SPP_1761	accB	rpsH	MYY_0416	T308_01970	rpsM	SPH_1429	spr0980	rpsE	rpsG	T308_04655	SPH_0772	spxA	rplX	rpsJ	SPNA45_01833	rplN	T308_05750	rplT	SPAP_0276	SP670_2349	SPNOXC_15380	rpsR	rpsL	rplW	infA	SPCG_1446	asp23	pyrR	T308_01120	rpsO	rplP	rpsQ	T308_03960	T308_01145	rpsS	rpmC	rpmI
6823_2#13	13	87	83	2	47	2	16	10	72	11	71	4	4	13	3	12	39	42	13	5	19	3	2	37	2	8	2	12	26	33	2	2	3	10	3	4	2	2	2	1	2	3	2	2	4	5	2	9	6	6	8	3	3	1	2	2	30	4	1	3	2	5	2	2	25	6	2	3	2	30	3	14	5	2	7	1	3	11	2	2	2	2	13	7	30	1	3	2	3	2	13	2	4	2	3	5	3	2	3	3	10	3	4	5	9	3	5	2	18	17	3	5	2	19	2	3	3	2	2	3	5	3	2	2	1	2	2	1	2	3	2	2	4	2	2	2	2	2	1	17	3	4	6	1	1	2	3	2	2	3	2	20	1	2	1	2	2	2	1	2	7	1	3	2	1	2	2	2	1	2	13	3	2	3	4	2	10	1	1	2	2	1	1	2	1	10	2	2	3	6	2	1	1	2	2	2	1	1	1	12	2	2	2	2	1	2	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
7068_4#6	45	6	90	55	53	4	16	8	53	2	45	4	73	25	2	28	9	4	19	44	2	3	1	4	31	43	8	2	26	7	10	2	14	7	44	1	2	11	2	1	51	2	10	3	4	8	2	3	5	39	3	13	29	1	2	2	2	5	1	10	3	44	2	36	32	35	2	24	7	19	3	3	5	2	2	2	4	8	12	2	2	1	2	2	13	5	24	2	3	2	2	2	4	2	3	5	3	8	3	5	4	5	5	4	21	13	1	23	3	1	3	2	1	2	23	3	2	2	2	8	1	3	2	5	1	2	3	1	2	2	2	4	4	2	2	4	2	2	2	2	5	7	1	1	2	2	2	2	2	2	2	5	1	1	1	2	2	2	2	2	6	2	3	4	1	2	5	2	1	2	1	4	2	3	1	2	2	1	1	2	1	7	1	2	1	2	2	3	3	2	2	1	1	1	2	2	1	1	1	2	2	2	3	3	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6755_5#23	75	72	15	2	50	12	18	12	2	23	29	1	57	5	3	90	37	3	14	7	7	3	2	6	2	42	2	42	21	5	2	23	1	13	25	4	6	16	2	1	13	2	4	9	4	1	2	2	6	13	7	34	3	21	2	23	27	14	1	4	3	40	2	35	3	30	2	6	2	2	3	11	22	2	29	1	3	4	6	3	3	3	17	2	2	2	11	3	2	6	2	2	4	2	3	19	3	2	3	3	3	10	3	2	3	3	5	2	6	1	3	6	18	2	3	3	3	10	7	3	2	3	2	6	1	2	2	1	2	3	2	4	4	2	2	4	2	2	2	2	2	4	1	1	2	2	19	2	2	3	2	2	1	1	1	2	2	3	1	2	6	2	2	2	1	2	2	2	2	2	1	2	2	3	1	2	2	1	1	2	2	7	1	2	1	2	2	3	3	2	5	1	1	1	2	2	1	1	1	2	1	2	3	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6631_7#1	85	86	138	2	60	46	68	13	2	48	29	9	66	2	3	8	49	42	14	37	2	3	2	7	4	4	2	2	8	13	2	26	3	13	4	16	6	16	2	11	6	7	1	29	5	17	2	3	6	43	50	38	3	1	2	2	29	7	1	3	4	2	2	2	25	34	2	4	3	2	3	3	28	2	2	1	4	13	2	2	3	3	2	2	2	2	8	2	2	13	2	25	4	2	3	5	3	4	1	3	4	3	28	3	6	3	2	2	18	1	3	3	1	2	2	3	2	19	2	2	1	3	2	2	1	3	5	1	2	3	2	4	3	4	2	2	2	2	2	2	22	3	2	1	2	2	24	4	2	6	2	18	1	1	1	2	2	2	2	5	7	2	3	2	1	2	2	2	2	2	12	10	2	4	1	2	2	1	1	2	2	10	1	2	1	2	2	3	9	3	2	1	2	1	2	2	2	7	2	2	2	2	2	2	1	7	2	1	1	2	2	1	2	2	2	1	1	1	2	1	1	2	2	6	2	2	2	1	1	1	1	1	2	1	1	1	1
6938_7#17	54	52	5	38	41	2	44	10	47	4	50	28	4	7	3	19	33	1	31	2	2	3	1	2	2	33	2	29	35	10	2	2	1	8	29	4	22	7	2	19	18	7	9	2	14	28	14	3	45	29	7	9	3	4	2	10	2	5	1	3	4	5	3	2	3	18	2	4	6	4	1	3	20	1	2	1	3	7	2	4	3	3	2	2	23	2	8	2	3	2	2	1	8	2	1	5	3	16	3	3	4	10	21	2	4	3	5	20	3	1	3	16	2	2	2	3	3	2	2	3	12	3	2	2	1	2	2	1	2	3	2	4	4	2	2	2	2	3	3	2	2	7	2	1	1	13	2	3	2	3	2	2	1	1	1	5	2	3	1	2	7	1	1	3	1	2	2	2	2	2	1	2	2	3	4	9	2	1	1	6	2	2	1	2	1	2	2	3	3	2	10	1	2	1	2	2	1	1	6	2	1	2	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	3	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6805_3#17	1	68	7	75	8	2	34	8	99	2	99	9	30	4	2	3	50	4	3	8	7	51	1	4	4	8	7	3	8	10	2	2	42	10	58	1	4	48	2	11	9	35	4	4	4	45	2	3	6	2	3	11	3	1	2	2	40	12	1	37	3	8	3	1	18	18	2	4	28	36	1	3	5	2	3	1	3	8	10	2	2	9	2	5	13	1	8	2	2	2	2	2	4	2	3	11	3	2	2	3	37	3	5	32	38	2	5	2	6	21	3	6	2	2	3	3	2	23	2	3	2	21	2	2	1	2	6	1	2	3	2	3	4	2	2	2	2	3	30	2	5	4	3	16	2	2	2	2	3	2	2	2	1	2	1	2	22	3	2	2	7	4	3	5	1	2	2	2	11	2	1	2	2	4	4	2	2	1	1	2	2	10	9	2	1	2	18	3	1	2	2	1	1	1	3	2	1	1	1	2	1	2	3	2	1	1	2	1	1	2	1	1	4	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6631_7#6	88	6	15	55	62	35	16	66	75	2	74	4	28	7	2	28	9	4	19	5	51	3	1	4	27	12	8	2	26	7	10	2	14	8	3	48	2	11	2	1	20	3	1	2	27	5	2	3	5	4	3	3	34	1	2	2	2	6	1	5	6	10	2	2	21	35	2	24	7	31	3	3	3	2	3	2	4	2	2	30	2	29	2	2	3	2	6	2	3	23	2	2	15	2	3	5	3	8	24	12	4	27	5	12	21	13	15	2	7	15	3	2	17	2	3	3	2	21	2	27	1	3	2	5	1	14	3	1	2	2	15	16	4	2	2	4	2	2	21	19	5	7	4	1	2	2	2	2	2	3	2	21	1	2	1	2	1	2	1	2	8	2	15	2	1	2	2	2	1	2	1	4	2	3	13	2	2	1	1	2	1	7	1	2	1	2	2	3	2	2	13	1	1	1	2	2	1	1	1	2	2	2	3	3	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	4	1	1	1	1
6730_1#17	12	78	72	2	19	40	2	10	66	2	41	4	61	5	3	8	3	31	3	2	20	3	2	7	2	46	11	12	6	5	2	1	1	7	3	1	22	4	2	1	7	2	9	3	4	1	2	3	6	2	8	36	5	1	2	2	4	5	1	5	2	8	2	2	34	31	2	22	5	2	21	3	5	11	11	1	27	2	6	26	3	26	1	23	4	3	2	2	3	2	12	2	4	2	1	5	3	8	22	3	15	10	5	3	12	13	15	24	15	1	3	2	2	2	2	3	3	2	3	2	1	3	2	2	1	2	4	1	2	3	13	15	4	2	9	4	2	2	3	2	5	2	1	1	2	13	2	2	2	2	2	2	1	1	1	5	2	2	1	2	7	2	3	2	1	4	2	2	1	2	2	4	2	3	4	2	2	1	1	6	2	1	1	2	1	2	2	1	1	2	2	1	1	1	2	2	1	1	1	2	2	2	2	2	1	8	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	4	5	1	1	2	1	1	1	1
7038_5#15	45	119	24	2	23	2	73	69	19	6	30	5	4	5	3	19	5	4	1	2	2	2	10	4	1	20	2	3	17	2	2	1	1	10	25	7	2	4	7	1	2	3	25	3	4	18	2	3	6	19	8	7	16	1	1	2	43	5	1	3	3	8	2	20	21	8	2	2	5	4	26	3	3	2	4	1	3	15	10	3	3	3	28	5	13	2	2	2	2	2	13	2	4	2	3	11	3	12	2	18	2	10	11	3	3	13	5	4	12	1	3	2	2	10	3	3	2	3	2	10	21	3	2	2	1	2	2	1	2	1	2	2	4	4	2	4	2	2	2	2	2	2	1	1	2	8	4	2	2	2	2	10	1	1	1	2	2	3	1	2	7	2	3	2	1	2	2	2	1	2	1	2	2	3	4	17	2	1	1	2	2	7	1	2	1	2	2	3	3	2	2	1	1	1	2	2	2	1	1	2	2	2	4	2	1	1	8	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6736_7#17	113	77	5	71	76	2	87	10	90	5	92	4	4	5	2	60	37	26	4	1	7	10	2	35	2	62	1	50	48	5	3	2	37	15	14	16	2	4	6	1	8	3	4	2	4	14	2	2	41	19	8	7	32	23	2	2	42	38	1	3	4	8	2	4	44	43	2	4	5	2	3	3	6	6	3	3	2	43	10	20	2	3	2	2	13	2	32	2	23	2	2	2	6	2	3	4	3	4	14	3	15	3	26	2	3	2	2	4	3	1	2	2	1	2	3	28	2	2	7	2	2	3	2	6	1	2	25	1	2	3	2	1	4	2	2	4	2	3	2	2	27	2	4	1	2	2	2	3	2	2	3	2	1	1	1	5	2	2	1	2	4	2	3	2	1	2	2	2	1	2	1	2	2	3	4	2	2	1	4	2	2	7	13	2	1	2	2	3	3	2	2	1	1	1	2	2	1	2	5	2	1	2	3	2	4	4	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6710_7#23	76	2	76	5	1	2	2	60	2	43	62	4	39	33	2	10	2	4	3	2	2	10	2	4	2	43	2	15	42	30	20	1	29	2	22	1	2	2	2	27	14	2	32	23	2	2	2	2	3	2	8	3	3	1	2	2	2	2	1	3	2	2	3	2	33	13	2	4	2	2	3	3	12	2	2	1	3	16	2	24	4	2	2	1	2	2	2	2	3	2	2	1	2	22	2	2	10	2	2	17	2	3	22	4	2	4	2	3	3	1	3	16	1	2	4	3	2	2	2	2	12	2	2	2	1	2	5	1	2	3	2	2	4	4	2	4	2	2	2	2	2	2	1	1	2	2	2	4	2	2	2	3	1	1	1	2	12	2	1	2	2	2	2	2	1	2	1	2	1	2	1	2	2	3	1	2	2	1	1	2	2	2	1	2	1	2	2	3	1	2	2	1	1	1	2	2	1	2	1	9	1	2	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6755_3#11	54	52	95	38	120	2	44	10	47	4	50	28	4	7	3	15	33	1	31	2	65	3	1	2	2	33	2	29	35	10	2	2	1	32	29	4	22	7	2	19	18	7	9	2	14	28	14	3	6	29	7	9	3	4	2	10	2	5	1	10	4	3	3	2	3	18	2	4	6	4	1	3	20	1	2	1	3	7	9	20	3	3	8	2	23	3	8	2	3	2	2	1	8	2	1	5	3	16	3	3	4	24	21	2	4	3	5	20	3	1	3	16	19	2	2	3	3	2	2	3	12	3	2	2	1	2	2	1	2	3	2	4	4	2	2	7	2	3	3	2	2	7	2	1	1	13	2	3	2	3	2	2	1	1	1	5	2	3	1	2	7	2	1	3	1	2	2	2	2	2	1	2	2	3	4	9	2	1	1	3	2	2	9	2	1	2	2	3	3	2	12	2	2	1	2	2	1	1	6	2	1	2	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	3	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
7004_6#26	66	9	72	2	51	9	70	52	23	2	57	5	22	6	2	15	7	31	3	34	20	34	1	4	1	5	1	2	30	2	2	2	27	8	39	40	2	35	2	2	2	7	5	5	14	5	2	3	6	5	8	2	3	1	2	2	2	1	1	10	3	31	2	7	5	4	2	4	1	2	3	3	29	2	23	1	5	4	6	3	2	4	4	26	2	2	2	2	3	2	12	1	12	49	3	11	14	2	3	3	4	3	4	4	4	5	5	2	6	1	6	2	2	2	3	3	3	2	2	3	19	3	2	2	1	2	3	1	2	3	15	2	4	2	2	2	2	3	2	2	20	8	3	1	2	2	4	2	2	3	2	2	1	2	1	2	2	3	1	2	7	2	2	2	1	2	2	2	2	2	2	15	2	3	7	2	2	1	1	2	1	7	1	2	1	2	2	10	2	2	2	1	1	1	2	2	1	1	1	2	2	2	7	3	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
7011_3#17	135	157	11	2	121	2	121	10	118	2	11	4	116	5	2	47	1	3	3	2	10	3	48	6	1	17	67	71	2	5	2	25	3	8	44	3	6	38	2	63	39	3	4	3	4	17	2	3	46	73	8	13	3	1	2	2	40	7	1	3	3	8	2	5	67	39	2	3	3	4	1	3	39	2	3	1	55	55	2	2	3	3	2	2	2	2	3	2	3	2	2	1	6	4	3	15	33	4	3	37	51	3	22	5	12	3	13	2	6	21	3	6	1	10	3	3	2	2	3	3	1	3	29	2	1	2	5	1	2	3	2	3	4	2	2	4	2	3	2	21	20	2	1	1	2	18	3	4	2	2	2	2	1	1	1	2	2	2	1	2	3	1	3	2	1	2	5	2	5	2	2	3	2	2	1	2	2	15	1	2	2	7	1	20	1	2	2	3	3	2	2	1	1	1	2	2	1	1	1	2	2	17	3	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6259_6#6	33	35	15	2	23	2	10	2	29	24	30	1	4	5	3	19	1	4	20	2	22	2	10	4	1	3	2	2	17	7	2	1	1	10	25	1	2	4	7	1	7	3	18	3	7	17	2	3	2	19	8	7	5	1	2	2	12	15	1	10	3	42	12	20	7	8	2	6	5	4	3	3	3	2	2	1	3	15	9	3	3	3	2	5	13	3	2	2	2	2	13	2	4	2	3	11	3	12	1	3	2	10	5	2	3	6	5	4	18	23	2	2	1	10	3	3	2	3	2	2	2	3	2	2	1	2	2	1	2	1	2	4	4	4	2	4	2	2	2	2	13	2	1	1	2	2	4	2	2	2	7	10	1	1	1	2	2	3	1	2	7	2	3	2	1	2	2	2	2	2	1	2	2	3	1	2	2	1	1	2	2	7	1	2	1	2	2	1	3	3	2	18	1	1	2	2	1	1	1	2	2	2	3	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6680_7#17	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	2	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6710_6#24	61	68	15	22	34	49	18	8	19	23	40	4	2	22	2	8	30	4	14	1	7	44	1	4	2	8	22	13	17	40	10	2	33	8	26	51	6	8	6	5	18	2	16	3	3	39	2	4	6	2	28	11	5	1	2	2	3	11	1	3	3	9	3	26	7	2	2	6	8	2	3	3	7	2	5	1	3	8	10	13	2	3	1	2	4	2	2	2	3	2	2	1	6	2	3	15	3	18	16	3	3	10	13	29	12	16	13	2	6	1	2	6	17	13	3	3	2	2	7	3	1	3	2	2	1	3	2	6	2	3	2	2	4	2	2	4	2	2	2	2	5	4	4	1	2	2	3	4	2	4	2	2	1	1	1	2	2	2	1	2	4	2	3	2	1	2	2	2	1	2	1	2	2	2	14	2	2	1	2	2	5	1	1	2	1	2	2	3	1	2	2	1	1	1	2	2	1	1	1	2	2	2	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
7011_4#14	45	6	124	55	53	2	16	8	10	2	64	4	59	25	2	28	9	4	19	37	2	3	1	4	2	43	8	2	26	7	10	2	14	7	44	1	2	11	2	1	4	2	5	9	4	8	2	3	5	39	3	13	29	1	2	24	2	5	1	3	3	11	2	36	32	35	11	3	7	19	3	3	5	2	2	2	43	2	12	3	2	23	2	2	13	5	7	2	3	2	2	2	4	12	3	5	3	2	3	5	4	3	5	4	35	13	1	2	3	1	3	2	1	2	3	3	2	2	2	8	1	3	2	5	1	2	3	1	2	2	2	4	4	2	2	4	2	2	2	2	5	3	2	1	12	22	2	2	2	2	2	5	1	2	1	2	2	2	2	2	6	2	3	4	1	2	2	2	1	2	1	4	2	3	1	2	2	1	1	2	1	7	1	2	1	2	2	3	3	2	2	1	1	1	2	5	1	1	1	2	2	2	6	3	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
7068_4#3	45	6	90	55	53	4	16	8	53	2	45	4	73	25	2	28	9	4	19	44	2	3	1	4	31	43	8	2	26	7	10	2	14	7	44	1	2	11	2	1	51	2	10	3	4	8	2	3	5	39	3	13	29	1	2	2	2	5	1	10	3	44	2	36	32	35	2	24	7	19	3	3	5	2	2	2	4	8	12	2	2	1	2	2	13	5	24	2	3	2	2	2	4	2	3	5	3	8	3	5	4	5	5	4	21	13	1	23	3	1	3	2	1	2	23	3	2	2	2	8	1	3	2	5	1	2	3	1	2	2	2	4	4	2	2	4	2	2	2	2	5	7	1	1	2	2	2	2	2	2	2	5	1	1	1	2	2	2	2	2	6	2	3	4	1	2	5	2	1	2	1	4	2	3	1	2	2	1	1	2	1	7	1	2	1	2	2	3	3	2	2	1	1	1	2	2	1	1	1	2	2	2	3	3	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
7092_6#13	61	68	15	22	34	49	18	8	19	23	40	4	2	22	2	8	30	4	14	1	7	44	1	4	2	8	22	13	17	40	10	2	33	8	26	51	6	8	6	5	18	2	16	3	3	39	2	4	6	2	28	11	5	1	2	2	3	11	1	3	3	9	3	26	7	2	2	6	8	2	3	24	7	2	5	1	3	8	10	13	2	3	1	2	4	2	2	2	3	2	2	1	6	2	3	15	3	18	16	3	3	10	13	29	12	16	13	2	6	1	2	6	17	13	3	3	2	2	7	3	1	3	2	2	1	3	2	6	2	3	2	2	4	2	2	4	2	2	2	2	5	4	4	1	2	2	3	4	2	4	2	2	1	1	1	2	2	2	1	2	4	2	3	2	1	2	2	2	1	2	1	2	2	2	14	2	2	1	2	2	5	1	1	2	1	2	2	3	1	2	2	1	1	1	2	2	1	1	1	2	2	2	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6925_8#23	77	74	78	2	52	35	60	60	64	2	26	5	4	5	2	46	32	2	14	37	72	13	1	4	1	8	34	8	5	3	10	2	30	34	3	4	28	18	20	1	2	2	33	9	4	4	2	3	6	37	15	35	3	1	2	24	2	29	1	2	3	5	2	1	2	2	2	4	3	2	3	4	3	2	26	34	3	34	12	2	2	22	2	2	3	31	30	2	3	2	2	2	4	48	3	20	3	2	3	3	3	3	1	9	4	2	21	2	3	1	3	8	1	18	6	3	3	3	3	3	1	3	2	2	1	2	2	1	2	3	11	2	8	9	2	4	2	2	2	2	2	5	2	1	2	2	20	1	2	3	2	10	1	2	1	2	2	2	13	5	8	2	13	2	1	4	2	2	2	2	1	3	2	3	4	3	2	1	12	2	2	1	1	2	1	2	2	20	3	6	2	1	1	1	2	5	2	1	3	2	2	2	3	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
7011_5#4	61	68	15	22	34	49	18	8	19	23	40	4	2	22	2	8	30	4	66	1	7	44	1	4	2	8	22	13	17	40	10	2	33	8	26	51	6	8	6	5	18	2	16	3	3	39	2	4	6	2	28	11	5	1	2	2	3	11	1	3	3	9	3	26	7	2	2	6	8	2	3	3	7	2	5	1	3	8	10	13	2	3	1	2	4	2	2	2	3	2	2	1	6	2	3	15	3	18	16	3	3	10	13	29	12	16	13	2	6	1	2	6	17	13	3	3	2	2	7	3	1	3	2	2	1	3	2	6	2	3	2	2	4	2	2	4	2	2	2	2	5	4	4	1	2	2	3	4	2	4	2	2	1	1	1	2	2	2	1	2	4	2	3	2	1	2	2	2	1	2	1	2	2	2	14	2	2	1	2	2	5	1	1	2	1	2	2	3	1	2	2	1	1	1	2	2	1	1	1	2	2	2	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6714_8#10	94	74	7	2	52	35	60	60	85	2	26	5	4	5	2	46	32	4	14	37	7	13	1	4	1	6	34	8	5	3	10	2	30	4	7	4	28	18	20	1	2	3	33	9	4	4	2	3	6	37	15	35	5	1	2	24	2	29	1	5	3	5	2	1	2	2	2	4	3	2	3	4	20	2	26	1	3	34	12	3	2	22	2	2	3	22	36	2	3	2	13	2	4	23	3	20	3	2	3	3	3	3	1	9	4	2	21	2	3	1	3	8	1	18	6	3	3	3	3	3	1	3	2	2	18	2	2	1	2	3	11	2	17	9	2	4	2	2	3	2	2	5	2	1	2	2	20	1	2	3	2	10	1	2	1	2	2	2	5	5	8	2	13	2	1	4	2	2	2	2	1	3	2	3	4	3	2	1	12	2	2	1	1	2	1	2	2	3	3	6	2	1	1	1	2	5	2	1	3	2	2	2	3	2	1	1	2	1	1	2	1	1	2	2	6	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6673_8#14	12	11	34	22	93	67	1	10	7	2	37	59	97	62	83	75	9	31	21	28	7	3	1	4	1	19	22	5	5	13	3	25	3	4	3	65	6	6	6	50	18	2	4	8	12	51	2	3	6	55	57	13	3	12	2	2	3	1	1	3	2	50	2	4	25	23	2	2	2	4	42	3	5	2	3	1	4	8	13	2	2	3	2	2	14	2	4	2	3	2	17	1	45	44	3	5	10	4	3	3	4	10	22	2	43	3	1	17	6	1	3	1	2	2	2	27	2	2	2	3	2	3	2	2	1	2	5	3	2	3	2	2	3	26	2	4	2	3	2	2	2	3	1	23	2	2	3	3	2	2	2	10	1	2	1	2	2	2	1	2	4	2	3	2	1	2	2	2	1	2	1	2	2	3	1	2	2	1	1	2	18	7	3	2	1	2	2	3	3	2	2	1	12	1	2	2	1	1	1	2	1	2	3	2	1	1	2	1	1	2	1	1	2	2	2	1	1	9	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
7054_5#11	75	72	15	2	50	12	18	12	2	23	29	1	57	5	3	43	37	3	14	7	7	3	2	6	2	42	2	42	21	5	2	23	1	13	25	4	6	16	2	1	13	2	4	9	4	1	2	2	6	13	7	34	3	21	2	23	27	14	1	4	3	40	2	39	3	30	2	6	2	2	3	11	22	2	29	1	3	4	6	3	3	3	17	2	2	2	11	3	2	6	2	2	4	2	3	19	3	2	3	3	3	10	3	2	3	3	5	2	6	1	3	6	18	2	3	3	3	10	7	3	2	3	2	6	1	2	2	1	2	3	2	4	4	2	2	4	2	2	2	2	2	4	1	1	2	2	19	2	2	3	2	2	1	1	1	2	2	3	1	2	6	2	2	2	1	2	2	2	2	2	1	2	2	3	1	2	2	1	1	2	2	7	1	2	1	2	2	3	3	2	5	1	1	1	2	2	1	1	1	2	1	2	3	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6736_4#12	29	79	7	2	56	7	63	8	67	47	67	15	4	5	2	8	5	8	42	39	47	3	4	4	2	20	7	9	13	31	2	2	30	6	47	12	10	32	28	7	12	3	2	2	5	27	2	3	6	13	8	22	30	1	2	2	16	7	1	5	2	31	2	1	35	32	2	4	6	2	22	3	17	2	4	26	3	6	2	2	19	1	2	2	2	3	3	2	3	2	4	2	27	2	3	5	3	11	3	3	3	3	9	2	4	21	13	2	30	15	3	5	1	2	3	3	3	18	14	23	1	3	2	6	1	2	5	1	2	3	2	3	3	2	2	25	2	2	2	2	5	4	2	1	2	2	2	1	2	3	2	3	1	1	1	2	2	2	1	5	8	2	1	4	1	4	2	2	1	2	2	3	2	1	1	2	2	8	1	2	1	1	1	7	1	2	2	3	3	2	2	12	1	5	2	2	1	1	1	10	1	2	4	2	1	4	2	1	1	2	1	1	2	2	2	1	1	1	2	4	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
