FILE	ST	CC	serotype
6871_1#9	5120	-	4
6871_1#10	SLV2105	-	19F
6871_1#11	5127	-	6B
6871_1#12	5103	-	21
6871_1#13	1961	-	15C
6871_1#14	4395	-	14
6871_1#15	SLV4415	-	23F
6871_1#16	4414	-	19F
6871_1#17	4414	-	19F
6871_1#18	6692	-	33B
6871_1#19	3545	-	7F
6871_1#20	5093	-	NT
6871_1#22	4209	-	15B
6871_1#23	4399	-	28F
6871_1#24	4390	-	NT
6899_4#1	4414	-	19F
6899_4#2	5228	-	6C
6899_4#3	1439	-	34
6899_4#4	4403	-	6A
6899_4#5	5228	-	6C
6899_4#6	SLV4113	-	10B
6899_4#7	4133	-	NT
6899_4#8	1439	-	34
6899_4#9	802	-	23F
6899_4#10	315	-	6B
6899_4#11	6831	-	6B
6899_4#12	4936	-	6A
6899_4#13	SLV448	-	NT
6899_4#14	315	-	6B
6899_4#15	315	-	6B
6899_4#16	448	-	NT
6899_4#17	4420	-	6C
6899_4#18	SLV3735	-	10B
6899_4#19	4422	-	6B
6899_4#20	4133	-	NT
6899_4#21	802	-	23F
6899_4#22	4389	-	3
6899_4#23	SLV6702	-	36
6899_4#24	4133	-	NT
6899_5#1	4395	-	14
6899_5#2	DLV1961	-	15B
6899_5#3	4422	-	6B
6899_5#4	242	-	23F
6899_5#5	4422	-	6B
6899_5#6	SLV3735	-	10F
6899_5#7	4414	-	19F
6899_5#8	4414	-	19F
6899_5#9	315	-	6B
6899_5#10	4396	-	14
6899_5#11	4113	-	10A
6899_5#12	4414	-	19F
6899_5#13	5477	-	6A
6899_5#14	4113	-	10A
6899_5#15	4414	-	19F
6899_5#16	315	-	6B
6899_5#17	4414	-	19F
6899_5#18	SLV1433	-	NT
6899_5#19	4133	-	NT
6899_5#20	4209	-	15C
6899_5#21	4133	-	NT
6899_5#22	SLV3735	-	10F
6899_5#23	5125	-	19A
6899_5#24	236	-	19F
6899_6#1	280	-	9V
6899_6#2	4406	-	35F
6899_6#3	802	-	23F
6899_6#4	4396	-	14
6899_6#5	4396	-	14
6899_6#6	4965	-	15A
6899_6#7	802	-	23F
6899_6#8	4936	-	6A
6899_6#9	6714	-	NT
6899_6#10	315	-	6B
6899_6#11	SLV4415	-	23F
6899_6#12	802	-	23F
6899_6#13	6710	-	16F
6899_6#14	4414	-	19F
6899_6#15	172	-	23F
6899_6#16	4395	-	14
6899_6#17	DLV1961	-	15B
6899_6#18	4413	-	23F
6899_6#19	315	-	6B
6899_6#20	DLV6769	-	6C
6899_6#21	4414	-	19F
6899_6#22	4965	-	15A
6899_6#23	4965	-	15A
6899_6#24	5127	-	6B
6899_7#1	6710	-	16F
6899_7#2	4420	-	6C
6899_7#3	4414	-	19F
6899_7#4	4414	-	19F
6899_7#5	4133	-	NT
6899_7#6	6692	-	33B
6899_7#7	4390	-	NT
6899_7#8	4133	-	NT
6899_7#9	5127	-	6B
6899_7#10	448	-	NT
6899_7#11	5095	-	19B
6899_7#12	1701	-	19A
6899_7#13	4209	-	15B
6899_7#14	81	-	19F
6899_7#15	4414	-	19F
6899_7#16	315	-	6B
6899_7#17	SLV4414	-	19F
6899_7#18	315	-	6B
6899_7#19	4414	-	19F
6899_7#20	4414	-	19F
6899_7#21	81	-	19F
6899_7#22	172	-	23F
6899_7#23	SLV8150	-	35C
6899_7#24	SLV4136	-	NT
6925_3#1	6697	-	NT
6925_3#2	SLV4398	-	NT
6925_3#3	5120	-	4
6925_3#4	236	-	19F
6925_3#5	4965	-	15A
6925_3#6	236	-	19F
6925_3#7	4965	-	15A
6925_3#8	4414	-	19F
6925_3#9	236	-	19F
6925_3#10	DLV4113	-	10A
6925_3#11	4414	-	19F
6925_3#13	6693	-	20
6925_3#14	802	-	23F
6925_3#15	DLV2713	-	6B
6925_3#16	SLV4965	-	15A
6925_3#17	4209	-	15C
6925_3#18	4395	-	14
6925_3#19	870	-	18C
6925_3#20	4209	-	15C
6925_3#21	236	-	19F
6925_3#22	172	-	23F
6925_3#23	7991	-	19F
6925_3#24	4395	-	14
6925_4#1	870	-	18C
6925_4#2	1439	-	34
6925_4#3	4403	-	6A
6925_4#4	870	-	18C
6925_4#5	SLV1433	-	NT
6925_4#6	4414	-	19F
6925_4#7	802	-	23F
6925_4#8	802	-	23F
6925_4#9	4133	-	NT
6925_4#10	1439	-	34
6925_4#11	982	-	6C
6925_4#12	2624	-	23F
6925_4#14	4209	-	15C
6925_4#15	99	-	11A
6925_4#16	236	-	19F
6925_4#17	4136	-	NT
6925_4#18	4414	-	19F
6925_4#19	156	-	9V
6925_4#20	4414	-	19F
6925_4#21	SLV5079	-	40
6925_4#22	4408	-	6A
6925_4#23	4413	-	23F
6925_4#24	4965	-	15A
6925_5#1	4414	-	19F
6925_5#2	4138	-	NT
6925_5#3	SLV6702	-	NT
6925_5#4	2624	-	23F
6925_5#5	802	-	23F
6925_5#6	DLV8406	-	19B
6925_5#8	315	-	6B
6925_5#9	5092	-	32A
6925_5#10	4395	-	14
6925_5#11	448	-	NT
6925_5#12	1701	-	7B
6925_5#13	4414	-	19F
6925_5#14	5477	-	6A
6925_5#16	SLV3735	-	10F
6925_5#17	901	-	13
6925_5#18	4422	-	6B
6925_5#19	4414	-	19F
6925_5#20	802	-	23F
6925_5#21	4209	-	15C
6925_5#22	447	-	37
6925_5#23	4414	-	19F
6925_5#24	4403	-	6A
6925_6#1	DLV6149	-	16F
6925_6#2	4408	-	6A
6925_6#3	5127	-	6B
6925_6#4	DLV4113	-	10A
6925_6#5	2624	-	23F
6925_6#6	DLV8460	-	19A
6925_6#7	4133	-	NT
6925_6#8	4133	-	NT
6925_6#9	DLV4138	-	NT
6925_6#10	1701	-	19A
6925_6#11	1439	-	34
6925_6#12	4414	-	19F
6925_6#13	4414	-	19F
6925_6#14	1701	-	19A
6925_6#15	4133	-	NT
6925_6#16	6831	-	6B
6925_6#17	SLV4415	-	32F
6925_6#18	338	-	23A
6925_6#19	4420	-	6C
6925_6#20	4209	-	15C
6925_6#21	unknown	-	13
6925_6#22	2355	-	17F
6925_6#23	SLV4955	-	34
6925_6#24	4390	-	NT
6925_7#1	315	-	6B
6925_7#2	SLV4136	-	NT
6925_7#3	3058	-	15A
6925_7#4	4390	-	NT
6925_7#5	81	-	19F
6925_7#6	4408	-	6A
6925_7#7	289	-	5
6925_7#8	802	-	23F
6925_7#9	4414	-	19F
6925_7#10	5127	-	6A
6925_7#11	236	-	19F
6925_7#12	4965	-	15A
6925_7#13	7629	-	15C
6925_7#14	4414	-	19F
6925_7#15	802	-	23F
6925_7#16	63	-	14
6925_7#17	315	-	6B
6925_7#18	SLV4414	-	19F
6925_7#19	DLV4393	-	NT
6925_7#20	5127	-	6A
6925_7#21	4418	-	35F
6925_7#22	DLV6704	-	19A
6925_7#23	172	-	23F
6925_7#24	4422	-	6B
6925_8#1	982	-	6C
6925_8#2	2624	-	23F
6925_8#3	63	-	14
6925_8#4	4411	-	NT
6925_8#5	4420	-	6C
6925_8#6	1701	-	7B
6925_8#7	4395	-	14
6925_8#8	SLV3735	-	10A
6925_8#9	3983	-	9N
6925_8#10	802	-	23F
6925_8#11	5225	-	NT
6925_8#12	5103	-	21
6925_8#13	5115	-	13
6925_8#14	4209	-	15B
6925_8#15	4395	-	14
6925_8#16	4133	-	NT
6925_8#17	SLV3735	-	10B
6925_8#18	4413	-	23F
6925_8#19	315	-	6B
6925_8#20	5227	-	19A
6925_8#21	315	-	6B
6925_8#22	4413	-	23F
6925_8#23	SLV3735	-	10B
6925_8#24	5118	-	NT
6938_3#20	DLV6694	-	NT
6938_3#21	1701	-	19A
6938_3#22	SLV4414	-	19F
6938_3#23	172	-	23F
6938_3#24	4136	-	NT
6938_3#25	2108	-	14
6938_3#26	4420	-	6A
6938_3#27	2108	-	14
6938_3#28	SLV4142	-	NT
6938_3#29	4420	-	6A
6938_3#30	2108	-	14
6938_3#31	4420	-	6A
6938_3#32	4209	-	15B
6938_3#33	2108	-	14
6938_3#34	2108	-	14
6938_3#35	2108	-	14
6938_3#36	315	-	6B
6938_6#1	2108	-	14
6938_6#2	4421	-	NT
6938_6#3	3058	-	15A
6938_6#4	315	-	6B
6938_6#5	315	-	6B
6938_6#6	6709	-	22F
6938_6#8	4209	-	15B
6938_6#9	SLV6692	-	6B
6938_6#11	315	-	6B
6938_6#12	2355	-	17F
6938_6#13	SLV6981	-	24F
6938_6#14	4414	-	19F
6938_6#15	8150	-	35C
6938_6#16	4414	-	19F
6938_6#17	4411	-	NT
6938_6#19	310	-	38
6938_6#20	4965	-	15A
6938_6#21	4955	-	34
6938_6#22	315	-	6B
6938_6#23	310	-	38
6938_6#24	5127	-	6B
6938_7#1	4448	-	NT
6938_7#2	236	-	NT
6938_7#3	4414	-	19F
6938_7#4	4390	-	NT
6938_7#5	4136	-	NT
6938_7#6	SLV6702	-	NT
6938_7#7	236	-	19F
6938_7#8	SLV5093	-	NT
6938_7#9	4936	-	23F
6938_7#10	1701	-	23F
6938_7#11	4395	-	NT
6938_7#12	SLV3735	-	10B
6938_7#13	SLV3735	-	10B
6938_7#15	802	-	23F
6938_7#16	1294	-	NT
6938_7#17	315	-	6B
6938_7#18	4413	-	23F
6938_7#19	6709	-	22F
6938_7#20	5873	-	9N
6938_7#21	4133	-	NT
6938_7#22	1701	-	7B
6938_7#23	1701	-	7B
6938_7#24	901	-	19A
6938_8#1	5873	-	9N
6938_8#2	4420	-	6C
6938_8#3	5873	-	9N
6938_8#4	1701	-	7B
6938_8#5	4965	-	15A
6938_8#6	4133	-	NT
6938_8#7	5228	-	6C
6938_8#8	unknown	-	NT
6938_8#9	4965	-	15A
6938_8#10	4390	-	NT
6938_8#11	5873	-	9N
6938_8#12	5103	-	21
6938_8#13	4136	-	NT
6938_8#14	4395	-	14
6938_8#15	DLV2713	-	6B
6938_8#16	SLV5115	-	13
6938_8#17	1701	-	7B
6938_8#18	4209	-	15B
6938_8#19	SLV448	-	NT
6938_8#21	236	-	19F
6938_8#22	5123	-	33F
6938_8#23	315	-	6B
6938_8#24	315	-	6B
6949_1#1	4133	-	NT
6949_1#2	4414	-	19F
6949_1#3	4209	-	15B
6949_1#4	5227	-	19A
6949_1#5	6831	-	6B
6949_1#6	SLV99	-	11A
6949_1#7	5109	-	6C
6949_1#8	SLV3735	-	10B
6949_1#9	4966	-	6A
6949_1#10	5103	-	21
6949_1#11	2572	-	23A
6949_1#12	1701	-	19A
6949_1#13	1701	-	19A
6949_1#14	4936	-	6A
6949_1#15	4936	-	6A
6949_1#16	315	-	6A
6949_1#17	4414	-	19F
6949_1#18	156	-	9V
6949_1#19	SLV3735	-	10B
6949_1#20	99	-	11A
6949_1#21	458	-	3
6949_1#22	81	-	19F
6949_1#23	901	-	13
6949_1#24	448	-	NT
6949_2#1	4965	-	15A
6949_2#2	SLV6704	-	6B
6949_2#3	4133	-	NT
6949_2#4	4414	-	19F
6949_2#5	SLV5093	-	NT
6949_2#6	315	-	6B
6949_2#7	SLV2624	-	23F
6949_2#8	4209	-	15C
6949_2#9	SLV5116	-	6B
6949_2#10	4413	-	23F
6949_2#11	6710	-	16F
6949_2#12	5225	-	NT
6949_2#13	236	-	19F
6949_2#14	315	-	6B
6949_2#15	4414	-	19F
6949_2#16	4414	-	19F
6949_2#17	DLV2713	-	6B
6949_2#18	4414	-	19F
6949_2#19	4113	-	6A
6949_2#20	5227	-	19A
6949_2#21	1439	-	34
6949_2#22	4408	-	6A
6949_2#23	4133	-	NT
6949_2#24	2624	-	23F
6949_3#1	338	-	23A
6949_3#2	5477	-	6A
6949_3#3	4965	-	15A
6949_3#4	63	-	14
6949_3#5	172	-	23F
6949_3#6	1439	-	34
6949_3#7	SLV4935	-	35C
6949_3#8	SLV4935	-	35C
6949_3#9	4209	-	15B
6949_3#10	SLV3735	-	10B
6949_3#11	4414	-	19F
6949_3#12	802	-	23F
6949_3#13	5115	-	13
6949_3#14	SLV2624	-	23F
6949_3#15	6717	-	18F
6949_3#16	5118	-	NT
6949_3#17	1701	-	19A
6949_3#18	4414	-	19F
6949_3#19	SLV212	-	21
6949_3#20	4414	-	19F
6949_3#21	4413	-	23F
6949_3#22	802	-	23F
6949_3#23	1701	-	19A
6949_3#24	870	-	18C
6949_4#1	63	-	14
6949_4#2	SLV6692	-	6B
6949_4#3	5127	-	6B
6949_4#4	4209	-	15C
6949_4#5	6707	-	23B
6949_4#6	4408	-	6A
6949_4#7	5103	-	21
6949_4#8	4399	-	28F
6949_4#9	4133	-	NT
6949_4#10	4414	-	6B
6949_4#11	6705	-	NT
6949_4#12	6173	-	15C
6949_4#13	4965	-	15A
6949_4#14	5127	-	34
6949_4#16	4209	-	NT
6949_4#17	6703	-	6B
6949_4#18	1439	-	34
6949_4#19	4209	-	15C
6949_4#20	4209	-	19A
6949_4#21	2752	-	35C
6949_4#22	236	-	19F
6949_4#23	310	-	38
6949_4#24	4414	-	19F
6938_5#1	4936	-	6A
6938_5#2	1439	-	34
6938_5#3	315	-	6B
6938_5#4	5115	-	13
6938_5#5	5227	-	19A
6938_5#6	SLV3735	-	10A
6938_5#7	315	-	6B
6938_5#8	SLV6711	-	35F
6938_5#9	4209	-	15B
6938_5#10	156	-	9V
6938_5#11	6829	-	15B
6938_5#12	4396	-	14
6938_5#13	SLV3735	-	10A
6938_5#14	4966	-	6A
6938_5#15	4395	-	14
6938_5#16	5127	-	6B
6938_5#17	2108	-	14
6938_5#18	SLV5103	-	21
6938_5#19	310	-	38
6938_5#21	5228	-	6C
6938_5#22	5228	-	6C
6938_5#23	4420	-	6C
6938_5#24	SLV212	-	21
6983_2#1	802	-	23F
6983_2#2	4413	-	23F
6983_2#3	6693	-	20
6983_2#4	6692	-	33D
6983_2#5	4418	-	35F
6983_2#6	236	-	19F
6983_2#7	315	-	6B
6983_2#8	5109	-	6C
6983_2#9	4396	-	14
6983_2#10	4414	-	19F
6983_2#11	4133	-	NT
6983_2#12	1684	-	31
6983_2#13	4133	-	NT
6983_2#14	4414	-	19F
6983_2#15	2752	-	35C
6983_2#16	SLV4414	-	19F
6983_2#17	4936	-	6A
6983_2#18	99	-	11A
6983_2#19	4133	-	NT
6983_2#20	1439	-	34
6983_2#21	4414	-	19F
6983_2#22	SLV1433	-	NT
6983_2#23	DLV8406	-	19B
6983_2#24	870	-	18C
6983_3#49	802	-	23F
6983_3#50	4965	-	15A
6983_3#51	5873	-	9N
6983_3#52	5115	-	13
6983_3#53	4408	-	6A
6983_3#54	SLV5079	-	40
6983_3#55	4408	-	6A
6983_3#56	DLV8406	-	19B
6983_3#57	870	-	18C
6983_3#58	4209	-	15C
6983_3#59	SLV1894	-	31
6983_3#60	1294	-	22F
6983_3#61	4966	-	6A
6983_3#62	4966	-	6A
6983_3#63	4414	-	19F
6983_3#64	4138	-	NT
6983_3#65	4414	-	19F
6983_3#66	4133	-	NT
6983_3#67	901	-	13
6983_3#68	SLV4955	-	34
6983_3#69	4414	-	19F
6983_3#70	DLV4133	-	NT
6983_3#71	4421	-	NT
6983_3#72	SLV6692	-	6B
6983_4#73	4408	-	6A
6983_4#74	447	-	37
6983_4#75	6714	-	NT
6983_4#76	172	-	23F
6983_4#77	4414	-	19F
6983_4#78	DLV6149	-	16F
6983_4#79	4936	-	6A
6983_4#80	DLV7747	-	48
6983_4#81	2108	-	14
6983_4#82	4414	-	19F
6983_4#83	236	-	19F
6983_4#84	6173	-	NT
6983_4#85	4403	-	6A
6983_4#86	5127	-	6B
6983_4#87	4209	-	15B
6983_4#88	SLV4415	-	32F
6983_4#89	1701	-	19A
6983_4#90	2752	-	35C
6983_4#91	2355	-	17F
6983_4#92	4209	-	15B
6983_4#93	DLV1961	-	15B
6983_4#94	5120	-	4
6983_4#95	SLV4136	-	NT
6983_4#96	338	-	23A
6983_5#1	4414	-	19F
6983_5#2	1701	-	19A
6983_5#3	5109	-	6C
6983_5#4	SLV1433	-	NT
6983_5#5	242	-	23F
6983_5#6	4420	-	6C
6983_5#7	99	-	11A
6983_5#8	4209	-	15B
6983_5#9	2572	-	23A
6983_5#10	4420	-	6C
6983_5#11	4413	-	23F
6983_5#12	4136	-	NT
6983_5#13	4414	-	19F
6983_5#14	4414	-	19F
6983_5#15	4414	-	19F
6983_5#16	4133	-	NT
6983_5#17	SLV4414	-	19F
6983_5#18	448	-	NT
6983_5#19	DLV4935	-	35C
6983_5#20	4398	-	NT
6983_5#21	1439	-	34
6983_5#22	4411	-	NT
6983_5#23	4413	-	23F
6983_5#24	1439	-	34
6983_6#25	SLV1778	-	34
6983_6#26	172	-	23F
6983_6#27	315	-	6B
6983_6#28	315	-	6B
6983_6#29	99	-	11A
6983_6#30	447	-	37
6983_6#31	99	-	11A
6983_6#32	4133	-	NT
6983_6#33	DLV4393	-	NT
6983_6#34	4414	-	19F
6983_6#35	1701	-	19A
6983_6#36	5225	-	NT
6983_6#37	4936	-	6A
6983_6#38	802	-	23F
6983_6#39	1701	-	7B
6983_6#40	1439	-	34
6983_6#41	315	-	6B
6983_6#42	315	-	6B
6983_6#43	4408	-	6A
6983_6#44	5115	-	13
6983_6#45	982	-	6C
6983_6#47	4413	-	23F
6983_6#48	SLV3735	-	10B
6983_7#49	315	-	6B
6983_7#50	236	-	19F
6983_7#51	6692	-	33D
6983_7#52	315	-	6B
6983_7#53	5440	-	18C
6983_7#54	310	-	38
6983_7#55	6693	-	20
6983_7#56	SLV6704	-	6B
6983_7#57	4936	-	6A
6983_7#58	1701	-	19A
6983_7#59	4395	-	14
6983_7#60	802	-	23F
6983_7#61	6710	-	16F
6983_7#62	99	-	11A
6983_7#63	4408	-	6A
6983_7#64	1294	-	22F
6983_7#65	SLV5079	-	40
6983_7#66	4414	-	19F
6983_7#67	SLV4133	-	NT
6983_7#68	81	-	19F
6983_7#69	901	-	13
6983_7#70	4420	-	6C
6983_7#71	81	-	19F
6983_7#72	901	-	13
6983_8#73	870	-	18C
6983_8#74	802	-	23F
6983_8#75	4420	-	6C
6983_8#76	4408	-	6A
6983_8#77	4414	-	19F
6983_8#78	1701	-	19A
6983_8#79	5873	-	9N
6983_8#80	4414	-	19F
6983_8#81	4396	-	14
6983_8#82	6707	-	23B
6983_8#83	6707	-	23B
6983_8#84	289	-	5
6983_8#85	DLV6769	-	6C
6983_8#86	172	-	23F
6983_8#87	310	-	38
6983_8#88	2752	-	35C
6983_8#89	448	-	NT
6983_8#90	2108	-	14
6983_8#91	6173	-	NT
6983_8#92	6173	-	NT
6983_8#93	4209	-	15C
6983_8#94	DLV7671	-	6A
6983_8#95	4408	-	6A
6983_8#96	4209	-	15B
6972_2#1	5096	-	33C
6972_2#3	4418	-	35F
6972_2#4	4133	-	NT
6972_2#5	SLV3735	-	10A
6972_2#6	63	-	14
6972_2#7	4965	-	15A
6972_2#8	4966	-	6A
6972_2#9	315	-	6B
6972_2#10	4138	-	NT
6972_2#11	2108	-	14
6972_2#12	4399	-	28F
6972_2#13	2624	-	23F
6972_2#14	81	-	19F
6972_2#15	4133	-	NT
6972_2#16	236	-	19F
6972_2#17	63	-	14
6972_2#18	SLV5103	-	21
6972_2#19	1439	-	34
6972_2#20	236	-	19F
6972_2#21	802	-	23F
6972_2#22	unknown	-	NT
6972_2#23	315	-	6B
6972_2#24	4392	-	NT
6972_3#1	5477	-	6A
6972_3#2	4965	-	15A
6972_3#3	4209	-	15C
6972_3#4	3058	-	15A
6972_3#5	5126	-	NT
6972_3#6	2624	-	23F
6972_3#7	802	-	23F
6972_3#8	4133	-	NT
6972_3#9	4209	-	15B
6972_3#10	5227	-	19A
6972_3#11	1439	-	34
6972_3#12	4403	-	6A
6972_3#13	4414	-	19F
6972_3#14	172	-	23F
6972_3#15	310	-	38
6972_3#16	236	-	19F
6972_3#17	DLV4393	-	NT
6972_3#18	4965	-	15A
6972_3#19	4414	-	19F
6972_3#20	315	-	6B
6972_3#21	6692	-	33B
6972_3#22	280	-	9V
6972_3#23	SLV5115	-	13
6972_3#24	4420	-	6C
6972_4#3	4408	-	6A
6972_4#4	4408	-	6A
6972_4#5	6173	-	NT
6972_4#6	5873	-	9N
6972_4#7	802	-	23F
6972_4#8	99	-	11A
6972_4#9	5873	-	9N
6972_4#10	unknown	-	NT
6972_4#11	5477	-	6A
6972_4#13	310	-	38
6972_4#14	315	-	6B
6972_4#15	4209	-	15B
6972_4#16	4209	-	15B
6972_4#17	6707	-	23B
6972_4#18	802	-	23F
6972_4#19	802	-	23F
6972_4#20	236	-	19F
6972_4#21	241	-	18A
6972_4#22	5127	-	6A
6972_4#23	4414	-	19F
6972_4#24	5127	-	6B
6972_5#1	81	-	19F
6972_5#2	4936	-	6A
6972_5#3	5109	-	6C
6972_5#4	802	-	23F
6972_5#5	982	-	6C
6972_5#6	236	-	19F
6972_5#7	289	-	5
6972_5#8	SLV4414	-	19F
6972_5#9	5873	-	9N
6972_5#10	4955	-	34
6972_5#11	5228	-	6C
6972_5#12	SLV458	-	3
6972_5#13	4955	-	34
6972_5#14	5122	-	NT
6972_5#15	SLV4414	-	19F
6972_5#16	4965	-	15A
6972_5#17	SLV3735	-	10B
6972_5#18	4209	-	15B
6972_5#19	1701	-	7B
6972_5#21	236	-	19F
6972_5#22	DLV2713	-	6B
6972_5#23	DLV4393	-	NT
6972_5#24	802	-	23F
7004_5#1	4414	-	19F
7004_5#2	4209	-	15B
7004_5#3	63	-	14
7004_5#4	63	-	14
7004_5#5	4209	-	15B
7004_5#6	172	-	23F
7004_5#7	DLV4422	-	23F
7004_5#8	5227	-	19A
7004_5#9	5227	-	19A
7004_5#10	5227	-	19A
7004_5#11	4414	-	19F
7004_5#12	4403	-	6A
7004_5#13	315	-	6B
7004_5#14	4113	-	10A
7004_5#15	6714	-	NT
7004_5#16	4965	-	15A
7004_5#17	4936	-	6A
7004_5#18	4414	-	19F
7004_5#19	4399	-	28F
7004_5#20	SLV2912	-	6C
7004_5#21	4414	-	19F
7004_5#22	8150	-	35C
7004_5#23	SLV5093	-	NT
7004_5#24	4420	-	6C
7004_6#25	5127	-	6B
7004_6#26	5227	-	19A
7004_6#27	SLV4113	-	10A
7004_6#28	982	-	6C
7004_6#29	280	-	9V
7004_6#30	5107	-	NT
7004_6#31	4413	-	23F
7004_6#32	2108	-	14
7004_6#33	315	-	6B
7004_6#34	4209	-	15B
7004_6#35	6707	-	23B
7004_6#36	6707	-	23B
7004_6#37	1701	-	19A
7004_6#38	4395	-	14
7004_6#39	4414	-	19F
7004_6#40	2108	-	14
7004_6#41	63	-	14
7004_6#42	315	-	6B
7004_6#43	1961	-	15B
7004_6#44	2624	-	23F
7004_6#45	DLV844	-	6B
7004_6#46	unknown	-	15B
7004_6#47	6709	-	22F
7004_6#48	SLV4133	-	NT
7004_7#49	4133	-	NT
7004_7#50	236	-	19F
7004_7#51	4414	-	19F
7004_7#52	315	-	6B
7004_7#53	4133	-	NT
7004_7#54	2624	-	23F
7004_7#55	4414	-	19F
7004_7#56	4413	-	23F
7004_7#57	81	-	19F
7004_7#58	5127	-	6A
7004_7#59	5225	-	NT
7004_7#60	4209	-	15B
7004_7#61	SLV2624	-	23F
7004_7#62	4966	-	6A
7004_7#63	280	-	9V
7004_7#64	280	-	9V
7004_7#65	4965	-	15A
7004_7#66	4414	-	19F
7004_7#67	SLV448	-	NT
7004_7#68	315	-	6B
7004_7#69	SLV4414	-	19F
7004_7#70	315	-	6B
7004_7#71	4414	-	19F
7004_7#72	5873	-	9N
7004_8#73	DLV2713	-	6B
7004_8#74	DLV4113	-	10A
7004_8#75	4209	-	15B
7004_8#76	4133	-	NT
7004_8#77	5123	-	33F
7004_8#78	315	-	6B
7004_8#79	1439	-	34
7004_8#80	1439	-	34
7004_8#81	236	-	19F
7004_8#82	SLV4113	-	10A
7004_8#83	4936	-	6A
7004_8#84	2108	-	14
7004_8#85	4420	-	6C
7004_8#86	4395	-	14
7004_8#87	4966	-	6A
7004_8#88	6707	-	23B
7004_8#89	2624	-	23F
7004_8#90	6714	-	NT
7004_8#91	SLV4955	-	34
7004_8#92	315	-	6B
7004_8#93	5227	-	19A
7004_8#95	4113	-	10A
7004_8#96	802	-	23F
7011_3#1	448	-	NT
7011_3#2	156	-	9V
7011_3#3	448	-	NT
7011_3#4	SLV3735	-	10A
7011_3#5	5873	-	9N
7011_3#6	4414	-	19F
7011_3#7	SLV4113	-	10A
7011_3#8	4138	-	NT
7011_3#9	2624	-	23F
7011_3#10	315	-	6B
7011_3#11	4209	-	15B
7011_3#12	172	-	23F
7011_3#13	5107	-	NT
7011_3#14	unknown	-	13
7011_3#15	6710	-	16F
7011_3#17	SLV212	-	21
7011_3#18	802	-	23F
7011_3#19	4654	-	8
7011_3#20	4966	-	6A
7011_3#21	63	-	14
7011_3#22	2108	-	14
7011_3#23	448	-	NT
7011_3#24	236	-	19F
7011_4#1	236	-	19F
7011_4#2	448	-	NT
7011_4#3	4414	-	19F
7011_4#4	1439	-	34
7011_4#5	236	-	19F
7011_4#6	5103	-	21
7011_4#7	802	-	23F
7011_4#8	982	-	6C
7011_4#9	2108	-	14
7011_4#10	315	-	6B
7011_4#11	315	-	6B
7011_4#12	315	-	6B
7011_4#13	6714	-	NT
7011_4#14	DLV4133	-	NT
7011_4#15	DLV315	-	6B
7011_4#16	172	-	23F
7011_4#17	4414	-	19F
7011_4#18	8150	-	35C
7011_4#19	315	-	6B
7011_4#20	1701	-	7B
7011_4#21	8150	-	35C
7011_4#22	4414	-	19F
7011_4#23	236	-	19F
7011_4#24	63	-	14
7011_5#1	5126	-	NT
7011_5#2	310	-	38
7011_5#3	802	-	23F
7011_5#4	1439	-	34
7011_5#5	SLV5093	-	NT
7011_5#6	1961	-	15B
7011_5#7	unknown	-	NT
7011_5#8	4965	-	15A
7011_5#9	4403	-	6A
7011_5#10	DLV4391	-	NT
7011_5#11	1439	-	34
7011_5#12	4414	-	19F
7011_5#13	2213	-	4
7011_5#14	315	-	6B
7011_5#15	6692	-	33B
7011_5#16	5120	-	4
7011_5#17	DLV4422	-	23F
7011_5#18	4133	-	NT
7011_5#19	4654	-	8
7011_5#20	4395	-	14
7011_5#21	4395	-	14
7011_5#22	4422	-	6B
7011_5#23	982	-	6C
7011_5#24	236	-	19F
7011_6#1	4414	-	19F
7011_6#2	4133	-	NT
7011_6#3	4966	-	6A
7011_6#4	172	-	23F
7011_6#5	DLV8406	-	19B
7011_6#6	4137	-	NT
7011_6#7	4414	-	19F
7011_6#8	1439	-	34
7011_6#9	315	-	6B
7011_6#10	SLV4414	-	19F
7011_6#11	5127	-	6A
7011_6#12	4413	-	23F
7011_6#13	4390	-	NT
7011_6#14	4414	-	19F
7011_6#15	315	-	6B
7011_6#16	5229	-	NT
7011_6#17	SLV448	-	NT
7011_6#18	4209	-	15B
7011_6#19	SLV6704	-	6B
7011_6#20	236	-	19F
7011_6#21	315	-	6B
7011_6#22	4414	-	19F
7011_6#23	99	-	11A
7011_6#24	5873	-	9N
7054_4#1	236	-	19F
7054_4#2	236	-	19F
7054_4#3	2108	-	14
7054_4#4	2108	-	14
7054_4#5	SLV2624	-	23F
7054_4#6	SLV4414	-	19F
7054_4#7	2108	-	14
7054_4#8	5122	-	NT
7054_4#9	4136	-	NT
7054_4#10	4396	-	14
7054_4#11	5127	-	6A
7054_4#12	2912	-	6C
7054_4#13	982	-	6C
7054_4#14	1961	-	15C
7054_4#15	5127	-	6A
7054_4#16	4408	-	6A
7054_4#17	4414	-	19F
7054_4#18	4414	-	19F
7054_4#19	2108	-	14
7054_4#20	4420	-	6C
7054_4#21	1439	-	34
7054_4#22	SLV4113	-	10A
7054_4#23	5127	-	6B
7054_4#24	4414	-	19F
7054_5#1	unknown	-	NT
7054_5#2	DLV8406	-	19B
7054_5#3	4113	-	10A
7054_5#4	4654	-	8
7054_5#5	338	-	23A
